brand,year,model,mileage,registration_time,price,warranty_time,city,link
奥迪A7,2023款,45 TFSI 臻选型,0.7,2023,45.58,"原厂质保期剩余22个月, ",大连,https://www.che168.com/dealer/194402/51569389.html#pvareaid=100334
宝马X5(进口),2021款,xDrive30i M运动套装,4,2021,45.5,,大连,https://www.che168.com/dealer/490144/51145454.html#pvareaid=100334
奔驰V级,2022款,V 260 L 长轴距豪华版,2.3,2023,45.5,"原厂质保期剩余21个月, ",大连,https://www.che168.com/dealer/490144/51539621.html#pvareaid=100334
宝马X5进口,2020款,xDrive30i M运动套装,3,2020,45,,大连,https://www.che168.com/dealer/490144/51193247.html#pvareaid=100334
宝马X5进口,2020款,xDrive40i 尊享型 M运动套装,8,2021,44.88,,大连,https://www.che168.com/dealer/340922/51026821.html#pvareaid=100334
揽胜,2014款,3.0 SC V6 Vogue,16,2013,44.88,,大连,https://www.che168.com/dealer/520234/49467708.html#pvareaid=100334
奥迪A8,2021款,A8L 50 TFSI quattro 舒适型,7.9,2021,44.5,,大连,https://www.che168.com/dealer/490144/51561240.html#pvareaid=100334
揽胜,2014款,改款 3.0 SC V6 Vogue,11,2014,43.9,,大连,https://www.che168.com/dealer/484900/51244692.html#pvareaid=100334
发现,2020款,3.0 SC V6 30周年特别版,2.3,2021,43.8,,大连,https://www.che168.com/dealer/490144/51422908.html#pvareaid=100334
奔驰S级,2019款,S 320 L,10,2019,43.8,,大连,https://www.che168.com/dealer/562159/50377544.html#pvareaid=100334
宝马X5(进口),2021款,xDrive30i M运动套装,6.55,2021,43.48,,大连,https://www.che168.com/dealer/559088/51503396.html#pvareaid=100334
雷克萨斯RX,2023款,350h 四驱醇享版,0.8,2024,43,"原厂质保期剩余66个月, ",大连,https://www.che168.com/dealer/196029/51193990.html#pvareaid=100334
FJ,酷路泽,2020款 4.0L 中东版,1.62,2020,42.8,,大连,https://www.che168.com/dealer/367534/48952397.html#pvareaid=100334
奔驰S级,2018款,S 320 L,10.9,2018,42.8,,大连,https://www.che168.com/dealer/371510/50265233.html#pvareaid=100334
威霆,2023款,2.0T 商务版 7座,0.1,2024,42.8,"原厂质保期剩余32个月, ",大连,https://www.che168.com/dealer/249827/51117028.html#pvareaid=100334
迈特威,2019款,2.0TSI 四驱尊享版 7座,3.3,2020,42.8,,大连,https://www.che168.com/dealer/218413/50597682.html#pvareaid=100334
奥迪A8,2019款,改款 Plus A8L 50 TFSI quattro 豪华型,12,2020,42.8,,大连,https://www.che168.com/dealer/338748/50384779.html#pvareaid=100334
宝马X3进口,2022款,M40i,0.8,2023,42.7,"原厂质保期剩余22个月, ",大连,https://www.che168.com/dealer/554323/51449560.html#pvareaid=100334
雷克萨斯RX,2023款,350h 四驱醇享版,1.4,2023,42,"原厂质保期剩余62个月, ",大连,https://www.che168.com/dealer/196029/51389883.html#pvareaid=100334
理想L9,2022款,Max,0.77,2023,42,"原厂质保期剩余48个月, ",大连,https://www.che168.com/dealer/351179/49544579.html#pvareaid=100334
Giulia朱丽叶,2017款,2.9T 510HP 四叶草版,6.32,2019,41.9,,大连,https://www.che168.com/dealer/559088/51498362.html#pvareaid=100334
Sprinter房车,2014款,3.5L 自动,2,2018,41.8,,大连,https://www.che168.com/dealer/118242/51368691.html#pvareaid=100334
发现,2021款,360PS R-Dynamic S,6,2022,41.6,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/479309/49339978.html#pvareaid=100334
宝马Z4,2019款,M40i M运动性能版,2.7,2021,41.5,,大连,https://www.che168.com/dealer/490144/51561428.html#pvareaid=100334
奔驰V级,2022款,V 260 L 长轴距尊贵版,4,2022,40.98,"原厂质保期剩余12个月, ",大连,https://www.che168.com/dealer/484900/48682460.html#pvareaid=100334
奔驰GLC,2023款,GLC 260 L 4MATIC 豪华型 7座,0.01,2024,40.98,"原厂质保期剩余33个月, ",大连,https://www.che168.com/dealer/313534/50674529.html#pvareaid=100334
发现,2019款,3.0 SC V6 SE,6.14,2019,40.88,,大连,https://www.che168.com/dealer/559088/50343848.html#pvareaid=100334
宝马X5进口,2019款,xDrive30i X设计套装,9,2020,40.8,,大连,https://www.che168.com/dealer/523631/50792149.html#pvareaid=100334
威霆,2023款,2.0T 商务版 7座,0.1,2024,40.8,"原厂质保期剩余32个月, ",大连,https://www.che168.com/dealer/249827/51116749.html#pvareaid=100334
Model,X,2017款 Model X 100D 长续航版,3.4,2020,40.8,,大连,https://www.che168.com/dealer/213752/51504194.html#pvareaid=100334
宝马X5进口,2019款,xDrive40i M运动套装,14,2019,40.8,,大连,https://www.che168.com/dealer/142541/48900551.html#pvareaid=100334
奥迪A8,2018款,A8L 55 TFSI quattro投放版精英型,10.09,2018,40.55,,大连,https://www.che168.com/dealer/559088/50331421.html#pvareaid=100334
奔驰GLC,AMG,2020款 AMG GLC 43 4MATIC,1.8,2020,40,,大连,https://www.che168.com/dealer/351179/51389898.html#pvareaid=100334
奔驰E级,2022款,改款 E 300 L 豪华型,4,2022,39.98,原厂质保期剩余8个月,大连,https://www.che168.com/dealer/313534/51077402.html#pvareaid=100334
发现,2020款,3.0 SC V6 SE,5,2020,39.8,,大连,https://www.che168.com/dealer/371510/50705411.html#pvareaid=100334
雷克萨斯LX,2012款,570,22,2011,39.8,,大连,https://www.che168.com/dealer/281542/51489062.html#pvareaid=100334
奥迪S4,2023款,S4 3.0TFSI,0.4,2023,39.8,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/119851/50298284.html#pvareaid=100334
Sprinter,2017款,3.5L 自动,9,2017,39.8,,大连,https://www.che168.com/dealer/218413/49647308.html#pvareaid=100334
奔驰S级,2015款,S 400 L 4MATIC,17,2015,39.8,,大连,https://www.che168.com/dealer/112308/51268688.html#pvareaid=100334
迈特威,2018款,2.0TSI 四驱探索版 7座,7.3,2018,39.8,,大连,https://www.che168.com/dealer/218413/51450137.html#pvareaid=100334
奥迪A8,2018款,A8L 55 TFSI quattro投放版精英型,10,2019,39.8,,大连,https://www.che168.com/dealer/552027/50281626.html#pvareaid=100334
奥迪A6进口,2021款,allroad quattro 探索家 55 TFSI 尊享越野型,2.2,2022,39.8,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/422942/51375209.html#pvareaid=100334
宝马X5进口,2020款,xDrive40i M运动套装,9,2019,38.9,,大连,https://www.che168.com/dealer/279909/51485868.html#pvareaid=100334
宝马X5进口,2021款,改款 xDrive30i M运动套装,12.89,2020,38.9,,大连,https://www.che168.com/dealer/559088/51408623.html#pvareaid=100334
RAM,Trucks,2019款 5.7L 自动,7,2019,38.88,,大连,https://www.che168.com/dealer/386330/51037763.html#pvareaid=100334
奔驰GLS,2016款,GLS 400 4MATIC动感型,13,2017,38.8,,大连,https://www.che168.com/dealer/279909/51538881.html#pvareaid=100334
宝马X5(进口),2019款,xDrive40i M运动套装,8,2019,38.8,,大连,https://www.che168.com/dealer/559967/50868866.html#pvareaid=100334
保时捷911,2012款,Carrera 3.4L,7,2013,38.8,,大连,https://www.che168.com/dealer/213752/51347993.html#pvareaid=100334
发现,2016款,3.0 SC V6 HSE,8,2016,38.8,,大连,https://www.che168.com/dealer/598821/50102422.html#pvareaid=100334
揽胜,2012款,5.0 SC V8 巅峰创世典藏版,10,2012,38.8,,大连,https://www.che168.com/dealer/338748/51128455.html#pvareaid=100334
发现,2020款,3.0 SC V6 30周年特别版,9,2020,38.8,,大连,https://www.che168.com/dealer/313534/51311263.html#pvareaid=100334
思域进口,2023款,2.0T 420TURBO TYPE R,0.21,2023,38.8,,大连,https://www.che168.com/dealer/422942/51523922.html#pvareaid=100334
宝马X6,2021款,xDrive30i M运动套装,5,2021,38.8,,大连,https://www.che168.com/dealer/141917/51553485.html#pvareaid=100334
Panamera,2014款,Panamera 4 Executive 3.0T,10,2016,38.58,,大连,https://www.che168.com/dealer/313534/51520090.html#pvareaid=100334
宝马X5进口,2019款,xDrive30i X设计套装,6,2019,38.5,,大连,https://www.che168.com/dealer/490144/50813002.html#pvareaid=100334
奥迪Q7,2021款,45 TFSI quattro S line运动型,7.14,2021,38.4,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/559088/51499651.html#pvareaid=100334
普拉多,2018款,3.5L 自动TX-L,5.5,2019,38.3,,大连,https://www.che168.com/dealer/554323/51530743.html#pvareaid=100334
威霆,2021款,2.0T 精英版 7座,3,2021,38,,大连,https://www.che168.com/dealer/112308/49300015.html#pvareaid=100334
RAM,Trucks,2020款 5.7L 自动,8,2020,37.8,,大连,https://www.che168.com/dealer/281542/48769774.html#pvareaid=100334
迈特威,2019款,2.0TSI 四驱尊享版 7座,6.8,2020,37.8,,大连,https://www.che168.com/dealer/218413/51503774.html#pvareaid=100334
奔驰E级,2021款,改款 E 300 L 豪华型,4.6,2021,37.8,,大连,https://www.che168.com/dealer/520234/50942582.html#pvareaid=100334
奥迪A6L,2022款,55 TFSI quattro 尊享动感型,3.52,2023,37.78,"原厂质保期剩余18个月, ",大连,https://www.che168.com/dealer/559088/51565108.html#pvareaid=100334
理想L9,2022款,Max,1,2024,37.7,"原厂质保期剩余54个月, ",大连,https://www.che168.com/dealer/490144/51571852.html#pvareaid=100334
奔驰GL级,2015款,GL 400 4MATIC豪华型,9,2016,37.6,,大连,https://www.che168.com/dealer/484900/51419193.html#pvareaid=100334
Cayenne,2016款,Cayenne 3.0T,10,2017,37.5,,大连,https://www.che168.com/dealer/340495/50006484.html#pvareaid=100334
奔驰E级,2022款,改款 E 300 L 时尚型,2.8,2022,37.3,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/70189/51146652.html#pvareaid=100334
奔驰E级,2021款,E 300 L 豪华型,6,2021,37.3,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/460888/50848753.html#pvareaid=100334
Panamera,2014款,Panamera 4S Executive 3.0T,13,2015,37,,大连,https://www.che168.com/dealer/142541/50943545.html#pvareaid=100334
RAM,Trucks,2020款 5.7L 自动,9,2020,36.88,,大连,https://www.che168.com/dealer/386330/49342526.html#pvareaid=100334
Macan,2020款,Macan 2.0T,3,2020,36.88,,大连,https://www.che168.com/dealer/386330/50990388.html#pvareaid=100334
奔驰GLC,2023款,改款 GLC 300 L 4MATIC 动感型 7座,3,2023,36.6,"原厂质保期剩余23个月, ",大连,https://www.che168.com/dealer/490144/51507439.html#pvareaid=100334
奔驰E级新能源,2023款,E 350 e L 插电式混合动力轿车,1.7,2023,36.58,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/70189/51401563.html#pvareaid=100334
奔驰E级,2022款,改款 E 300 L 豪华型,3.2,2021,36.5,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/597339/50683775.html#pvareaid=100334
欧陆,2004款,GT 6.0,7.4,2005,36,,大连,https://www.che168.com/dealer/448774/47816868.html#pvareaid=100334
奔驰E级,2022款,改款 E 260 L 4MATIC,2,2022,35.98,原厂质保期剩余11个月,大连,https://www.che168.com/dealer/70189/51192751.html#pvareaid=100334
奥迪S4,2022款,S4 3.0TFSI,0.8,2023,35.98,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/119851/50914163.html#pvareaid=100334
福特F-150,2019款,3.5T LTD,6,2021,35.88,,大连,https://www.che168.com/dealer/386330/50953504.html#pvareaid=100334
宝马7系,2018款,740Li 领先型 M运动套装,7,2017,35.8,,大连,https://www.che168.com/dealer/490144/51550257.html#pvareaid=100334
宝马X6,2019款,xDrive35i M运动套装,5.8,2019,35.8,,大连,https://www.che168.com/dealer/523631/49107845.html#pvareaid=100334
威霆,2023款,2.0T 精英版 7座,0.1,,35.8,"原厂质保期剩余5.90万公里, ",大连,https://www.che168.com/dealer/249827/51116151.html#pvareaid=100334
发现,2017款,3.0 SC V6 HSE,11,2018,35.8,,大连,https://www.che168.com/dealer/142541/50943155.html#pvareaid=100334
Cayenne,2016款,Cayenne Platinum Edition 3.0T,13,2017,35.8,,大连,https://www.che168.com/dealer/202062/50837975.html#pvareaid=100334
奔驰V级,2021款,V 260 尊贵版,7,2021,35.8,,大连,https://www.che168.com/dealer/142541/51534248.html#pvareaid=100334
奔驰S级AMG,2010款,AMG S 65,10,2010,35.8,,大连,https://www.che168.com/dealer/254996/50588673.html#pvareaid=100334
发现,2015款,3.0 SDV6 HSE 柴油版,14,2015,35.7,,大连,https://www.che168.com/dealer/519280/51186146.html#pvareaid=100334
奥迪A6L,2024款,45 TFSI 臻选动感型,0.01,2024,35.5,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/63803/48859453.html#pvareaid=100334
坦途,2014款,5.7L 1794 Edition,6,2019,35.5,,大连,https://www.che168.com/dealer/112308/49739824.html#pvareaid=100334
发现,2019款,3.0 SC V6 SE,6.2,2019,35.5,,大连,https://www.che168.com/dealer/479309/51520036.html#pvareaid=100334
格瑞维亚,2023款,2.5L混动 旗舰VIP版,0.8,2023,35.38,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/181888/51542384.html#pvareaid=100334
奔驰E级,2021款,E 300 L 运动豪华型,2.7,2021,35.3,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/554323/51090450.html#pvareaid=100334
Macan,2020款,Macan 2.0T,3.9,2020,35,,大连,https://www.che168.com/dealer/490144/50609553.html#pvareaid=100334
威霆,2023款,2.0T 精英版 7座,0.01,2024,35,"原厂质保期剩余36个月, ",大连,https://www.che168.com/dealer/249827/51516639.html#pvareaid=100334
牧马人,2019款,2.0T Sahara 四门版 国VI,0.6,2020,35,,大连,https://www.che168.com/dealer/126692/51270548.html#pvareaid=100334
发现,2017款,3.0 SC V6 HSE,13,2017,35,,大连,https://www.che168.com/dealer/194682/49306161.html#pvareaid=100334
Sprinter房车,2015款,3.5L 自动,5,2015,35,,大连,https://www.che168.com/dealer/118242/51370406.html#pvareaid=100334
福特F-150,2019款,3.5T LTD,3,2020,34.88,,大连,https://www.che168.com/dealer/386330/50979190.html#pvareaid=100334
揽胜运动版,2017款,3.0 SC V6 HSE,10.8,2017,34.88,,大连,https://www.che168.com/dealer/340922/51202906.html#pvareaid=100334
奔驰E级,2021款,改款 E 300 L 运动时尚型,4.9,2021,34.8,,大连,https://www.che168.com/dealer/367534/50730140.html#pvareaid=100334
Macan,2020款,Macan 2.0T,6,2021,34.8,,大连,https://www.che168.com/dealer/490144/50932489.html#pvareaid=100334
宝马4系,2023款,425i Gran Coupe M运动曜夜套装,1.8,2024,34.8,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/490144/51541119.html#pvareaid=100334
SIENNA,2019款,3.5L 自动,6.4,2019,34.8,,大连,https://www.che168.com/dealer/520234/50513786.html#pvareaid=100334
沃尔沃XC90,2022款,B6 智逸豪华版 7座,4.8,2022,34.8,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/490144/51562464.html#pvareaid=100334
Levante,2016款,3.0T 标准型,9.41,2017,34.68,,大连,https://www.che168.com/dealer/559088/51391883.html#pvareaid=100334
沃尔沃XC90,2021款,B6 智逸豪华版 7座,6,2021,34.5,,大连,https://www.che168.com/dealer/490144/50415956.html#pvareaid=100334
兰德酷路泽进口,2015款,4.0L V6 中东低配版,7,2015,34.5,,大连,https://www.che168.com/dealer/519280/51339367.html#pvareaid=100334
发现,2020款,3.0 SC V6 SE,9.2,2020,34.5,,大连,https://www.che168.com/dealer/551228/51387272.html#pvareaid=100334
保时捷718,2018款,Cayman 2.0T,3.84,2018,34.3,,大连,https://www.che168.com/dealer/371510/51439613.html#pvareaid=100334
沃尔沃XC90,2023款,B5 智行豪华版 5座,3,2023,34.2,"原厂质保期剩余21个月, ",大连,https://www.che168.com/dealer/490144/51550531.html#pvareaid=100334
揽胜运动版,2017款,3.0 SC V6 SE,11,2017,34,,大连,https://www.che168.com/dealer/194682/51435084.html#pvareaid=100334
奥迪A6L,2023款,改款 45 TFSI quattro 臻选动感型,1.5,2023,33.98,"原厂质保期剩余23个月, ",大连,https://www.che168.com/dealer/194402/51175067.html#pvareaid=100334
揽胜星脉,2021款,P250 熠黑珍藏版,2,2021,33.9,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/490144/51270008.html#pvareaid=100334
雷克萨斯RX,2021款,300 四驱特别版,2.8,2023,33.9,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/196029/51193734.html#pvareaid=100334
福特F-150,2019款,3.5T LTD,7,2020,33.88,,大连,https://www.che168.com/dealer/386330/51012926.html#pvareaid=100334
凯路威,2018款,2.0TSI 四驱豪华版 7座,3.7,2020,33.8,,大连,https://www.che168.com/dealer/218413/51262771.html#pvareaid=100334
奔驰V级,2021款,V 260 尊贵版,10,2021,33.8,,大连,https://www.che168.com/dealer/211780/49773795.html#pvareaid=100334
宝马5系新能源,2022款,535Le M运动套装,1.2,2023,33.8,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/141917/51060603.html#pvareaid=100334
宝马5系新能源,2022款,535Le M运动套装,1.3,2023,33.8,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/141917/51060629.html#pvareaid=100334
宝马5系,2023款,530Li 领先型 M运动套装,2.5,2023,33.8,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/141917/50789595.html#pvareaid=100334
沃尔沃XC90,2020款,改款 T6 智逸豪华版 7座,5,2020,33.69,,大连,https://www.che168.com/dealer/340922/50984769.html#pvareaid=100334
奥迪A6L,2024款,40 TFSI 豪华动感型,0.01,2024,33.5,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/63803/50903378.html#pvareaid=100334
奔驰S级,2014款,S 320 L 商务型,9,2014,33.5,,大连,https://www.che168.com/dealer/112308/51442636.html#pvareaid=100334
途乐,2018款,4.0L 领英型,5,2020,33.5,,大连,https://www.che168.com/dealer/194682/50612887.html#pvareaid=100334
Cayenne,2016款,Cayenne Platinum Edition 3.0T,6.65,2016,33,,大连,https://www.che168.com/dealer/351179/51541954.html#pvareaid=100334
Model,X,2017款 Model X 100D 长续航版,6,2017,33,,大连,https://www.che168.com/dealer/112308/49410784.html#pvareaid=100334
奥迪A6L,2023款,45 TFSI 臻选动感型,2.9,2023,32.98,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/526798/50694175.html#pvareaid=100334
奥迪A6L,2023款,40 TFSI 豪华动感型,0.01,2024,32.98,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/119851/50507666.html#pvareaid=100334
奥迪A6L,2023款,40 TFSI 豪华动感型,0.01,2024,32.98,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/119851/50508623.html#pvareaid=100334
奔驰S级,2014款,S 400 L 尊贵型,13,2014,32.98,,大连,https://www.che168.com/dealer/313534/50707338.html#pvareaid=100334
奔驰GLC,2022款,改款 GLC 300 L 4MATIC 动感型,2,2023,32.9,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/490144/51452096.html#pvareaid=100334
奔驰E级,2022款,E 260 L,4,2022,32.9,原厂质保期剩余11个月,大连,https://www.che168.com/dealer/490144/51355962.html#pvareaid=100334
奥迪e-tron进口,2021款,Sportback 55 quattro 臻选型,2.2,2021,32.9,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/63803/51237060.html#pvareaid=100334
发现,2015款,3.0 SC V6 SE,13,2016,32.9,,大连,https://www.che168.com/dealer/340495/50401067.html#pvareaid=100334
普拉多,2016款,3.5L 自动TX-L,17.25,2017,32.9,,大连,https://www.che168.com/dealer/559088/50564760.html#pvareaid=100334
奔驰GLC,2022款,改款 GLC 300 L 4MATIC 动感型臻藏版,0.9,2023,32.8,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/490144/51521980.html#pvareaid=100334
兰德酷路泽,2012款,4.0L 自动VX,22,2015,32.8,,大连,https://www.che168.com/dealer/340495/50556320.html#pvareaid=100334
揽胜运动版,2016款,3.0 SC V6 HSE,11.3,2016,32.8,,大连,https://www.che168.com/dealer/249827/51338702.html#pvareaid=100334
